dataset,breeds_name,testset,logit_threshold,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,entity13,corr_source_speckle_noise_sev4,7.531853,0.575538,0.685538,0.643299,0.700979,0.183173,0.130274,0.145547
breeds,entity13,corr_source_speckle_noise_sev4,7.632882,0.585692,0.683692,0.644577,0.697668,0.173866,0.125209,0.139198
breeds,entity13,corr_source_speckle_noise_sev4,7.726448,0.595846,0.678154,0.644639,0.694226,0.165596,0.120051,0.136986
breeds,entity13,corr_source_speckle_noise_sev4,7.829704,0.605846,0.674000,0.643356,0.692041,0.158739,0.113183,0.132995
breeds,entity13,corr_source_speckle_noise_sev4,7.924314,0.616000,0.670308,0.640389,0.688047,0.153579,0.108156,0.128154
breeds,entity13,corr_source_speckle_noise_sev4,8.035172,0.626154,0.664769,0.641040,0.684288,0.143298,0.102541,0.125411
breeds,entity13,corr_source_speckle_noise_sev4,8.142139,0.636154,0.660000,0.642674,0.678998,0.131249,0.098886,0.121724
breeds,entity13,corr_source_speckle_noise_sev4,8.261137,0.646308,0.656308,0.640993,0.675366,0.123040,0.092505,0.115936
breeds,entity13,corr_source_speckle_noise_sev4,8.371719,0.656462,0.652615,0.636782,0.667913,0.118027,0.091309,0.110018
breeds,entity13,corr_source_speckle_noise_sev4,8.488621,0.666462,0.647231,0.633427,0.663976,0.111604,0.084958,0.106305
breeds,entity13,corr_source_speckle_noise_sev4,8.600448,0.676615,0.641692,0.630590,0.659295,0.103796,0.079162,0.102685
breeds,entity13,corr_source_speckle_noise_sev4,8.705410,0.686615,0.635692,0.626475,0.652817,0.097718,0.076070,0.099656
breeds,entity13,corr_source_speckle_noise_sev4,8.835402,0.696769,0.630154,0.624765,0.647164,0.087068,0.071196,0.095383
breeds,entity13,corr_source_speckle_noise_sev4,8.925434,0.706923,0.625231,0.618437,0.640432,0.083557,0.067825,0.089764
breeds,entity13,corr_source_speckle_noise_sev4,9.042983,0.716923,0.619538,0.612650,0.633073,0.079067,0.065555,0.085313
breeds,entity13,corr_source_speckle_noise_sev4,9.159312,0.727077,0.612769,0.607056,0.625429,0.073655,0.063397,0.082115
breeds,entity13,corr_source_speckle_noise_sev4,9.281966,0.737231,0.606923,0.600124,0.618621,0.070371,0.059480,0.077103
breeds,entity13,corr_source_speckle_noise_sev4,9.382785,0.747231,0.599385,0.594191,0.610927,0.065109,0.057272,0.074716
breeds,entity13,corr_source_speckle_noise_sev4,9.506374,0.757385,0.595385,0.586879,0.605223,0.061978,0.050498,0.065948
breeds,entity13,corr_source_speckle_noise_sev4,9.641098,0.767538,0.588308,0.581235,0.596760,0.054986,0.049067,0.062005
breeds,entity13,corr_source_speckle_noise_sev4,9.810537,0.777538,0.581692,0.573194,0.589012,0.053053,0.046209,0.057241
breeds,entity13,corr_source_speckle_noise_sev4,9.974896,0.787692,0.574000,0.565691,0.581148,0.049349,0.043027,0.054191
breeds,entity13,corr_source_speckle_noise_sev4,10.132994,0.797846,0.565692,0.558553,0.573334,0.044367,0.039401,0.052194
breeds,entity13,corr_source_speckle_noise_sev4,10.309819,0.807846,0.558769,0.551689,0.564726,0.038517,0.037829,0.046788
breeds,entity13,corr_source_speckle_noise_sev4,10.452881,0.818000,0.550462,0.542999,0.556439,0.036644,0.034813,0.044020
breeds,entity13,corr_source_speckle_noise_sev4,10.634714,0.828154,0.544308,0.535035,0.548665,0.032438,0.029946,0.035810
breeds,entity13,corr_source_speckle_noise_sev4,10.817007,0.838154,0.536154,0.527640,0.540754,0.026395,0.025341,0.032197
breeds,entity13,corr_source_speckle_noise_sev4,10.951285,0.848308,0.527231,0.518912,0.531115,0.023460,0.025341,0.030395
breeds,entity13,corr_source_speckle_noise_sev4,11.093910,0.858308,0.518769,0.510511,0.522925,0.019475,0.020742,0.026399
breeds,entity13,corr_source_speckle_noise_sev4,11.267433,0.868462,0.510154,0.501313,0.513968,0.017343,0.017794,0.022805
breeds,entity13,corr_source_speckle_noise_sev4,11.496302,0.878615,0.501538,0.492360,0.504831,0.013849,0.015094,0.018963
breeds,entity13,corr_source_speckle_noise_sev4,11.668285,0.888615,0.491846,0.482703,0.495215,0.013552,0.014726,0.018667
breeds,entity13,corr_source_speckle_noise_sev4,11.880696,0.898769,0.482308,0.473326,0.485927,0.011076,0.011923,0.018182
breeds,entity13,corr_source_speckle_noise_sev4,12.165443,0.908923,0.473077,0.463527,0.476948,0.010362,0.006803,0.014446
breeds,entity13,corr_source_speckle_noise_sev4,12.462393,0.918923,0.464615,0.454367,0.467084,0.006458,0.006803,0.007463
breeds,entity13,corr_source_speckle_noise_sev4,12.706105,0.929077,0.454462,0.444344,0.457069,0.006458,0.006803,0.007463
breeds,entity13,corr_source_speckle_noise_sev4,12.990783,0.939231,0.444615,0.434806,0.447576,0.002470,0.002500,0.007463
breeds,entity13,corr_source_speckle_noise_sev4,13.382504,0.949231,0.434923,0.424856,0.437626,0.002470,0.002500,0.006042
breeds,entity13,corr_source_speckle_noise_sev4,13.734783,0.959385,0.425077,0.414752,0.427523,0.002470,0.002500,0.003165
breeds,entity13,corr_source_speckle_noise_sev4,14.164532,0.969538,0.415231,0.404648,0.417420,0.002470,0.002500,0.000000
breeds,entity13,corr_source_speckle_noise_sev4,14.725904,0.979538,0.405231,0.394698,0.407470,0.002470,0.002500,0.000000
breeds,entity13,corr_source_speckle_noise_sev4,15.874238,0.989692,0.395077,0.384645,0.397418,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev4,18.958794,0.999846,0.384923,0.374491,0.387264,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev5,1.289525,0.000000,0.489692,0.473289,0.457888,0.526711,0.542112,0.510308
breeds,entity13,corr_source_speckle_noise_sev5,2.247811,0.010000,0.496615,0.473823,0.471482,0.526711,0.535672,0.506837
breeds,entity13,corr_source_speckle_noise_sev5,2.542023,0.020154,0.504308,0.474365,0.484252,0.526711,0.529525,0.503062
breeds,entity13,corr_source_speckle_noise_sev5,2.734500,0.030154,0.510615,0.474900,0.493783,0.526711,0.524915,0.499841
breeds,entity13,corr_source_speckle_noise_sev5,2.875615,0.040308,0.517692,0.475442,0.503761,0.526711,0.519981,0.496153
breeds,entity13,corr_source_speckle_noise_sev5,3.018740,0.050462,0.525077,0.475984,0.508725,0.526711,0.517581,0.492223
breeds,entity13,corr_source_speckle_noise_sev5,3.138254,0.060462,0.532000,0.476810,0.513443,0.526556,0.515257,0.488456
breeds,entity13,corr_source_speckle_noise_sev5,3.263191,0.070615,0.535385,0.478938,0.523306,0.525702,0.510117,0.486509
breeds,entity13,corr_source_speckle_noise_sev5,3.344154,0.080769,0.540615,0.479460,0.534014,0.525702,0.504405,0.483515
breeds,entity13,corr_source_speckle_noise_sev5,3.424652,0.090769,0.546000,0.479974,0.545569,0.525702,0.498099,0.480372
breeds,entity13,corr_source_speckle_noise_sev5,3.516202,0.100923,0.550615,0.480496,0.553591,0.525702,0.493616,0.477584
breeds,entity13,corr_source_speckle_noise_sev5,3.595003,0.111077,0.555538,0.481018,0.556992,0.525702,0.491630,0.474477
breeds,entity13,corr_source_speckle_noise_sev5,3.673707,0.121077,0.560923,0.481532,0.561978,0.525702,0.488698,0.471206
breeds,entity13,corr_source_speckle_noise_sev5,3.754512,0.131231,0.568308,0.482054,0.573090,0.525702,0.482171,0.466619
breeds,entity13,corr_source_speckle_noise_sev5,3.836709,0.141385,0.574462,0.483628,0.580489,0.525089,0.477651,0.462641
breeds,entity13,corr_source_speckle_noise_sev5,3.904516,0.151385,0.579538,0.484875,0.587444,0.524650,0.473291,0.459210
breeds,entity13,corr_source_speckle_noise_sev5,3.975383,0.161538,0.585077,0.486662,0.591830,0.523883,0.470351,0.455329
breeds,entity13,corr_source_speckle_noise_sev5,4.044477,0.171538,0.590769,0.488332,0.596921,0.523163,0.466921,0.451439
breeds,entity13,corr_source_speckle_noise_sev5,4.108292,0.181692,0.594154,0.490829,0.600240,0.521925,0.464482,0.448470
breeds,entity13,corr_source_speckle_noise_sev5,4.188791,0.191846,0.600000,0.492346,0.606144,0.521261,0.460384,0.444508
breeds,entity13,corr_source_speckle_noise_sev5,4.245820,0.201846,0.603538,0.493967,0.612840,0.520513,0.455693,0.441511
breeds,entity13,corr_source_speckle_noise_sev5,4.315178,0.212000,0.608154,0.496943,0.620845,0.518889,0.450042,0.437915
breeds,entity13,corr_source_speckle_noise_sev5,4.375132,0.222154,0.613077,0.498216,0.630907,0.518317,0.442922,0.433940
breeds,entity13,corr_source_speckle_noise_sev5,4.437394,0.232154,0.616923,0.500180,0.632942,0.517277,0.440854,0.430456
breeds,entity13,corr_source_speckle_noise_sev5,4.495295,0.242308,0.622769,0.501481,0.636132,0.516649,0.437956,0.425787
breeds,entity13,corr_source_speckle_noise_sev5,4.558296,0.252462,0.625846,0.503161,0.644309,0.515752,0.431644,0.422460
breeds,entity13,corr_source_speckle_noise_sev5,4.619124,0.262462,0.629692,0.504054,0.650296,0.515360,0.426659,0.419065
breeds,entity13,corr_source_speckle_noise_sev5,4.666257,0.272615,0.632769,0.505012,0.657514,0.514916,0.420673,0.415821
breeds,entity13,corr_source_speckle_noise_sev5,4.732410,0.282769,0.635846,0.506347,0.659286,0.514196,0.418315,0.412395
breeds,entity13,corr_source_speckle_noise_sev5,4.803694,0.292769,0.637846,0.510184,0.661430,0.511684,0.415644,0.409832
breeds,entity13,corr_source_speckle_noise_sev5,4.879188,0.302923,0.640923,0.515703,0.664691,0.507896,0.412076,0.406312
breeds,entity13,corr_source_speckle_noise_sev5,4.933597,0.313077,0.643385,0.519737,0.669191,0.505076,0.407501,0.403089
breeds,entity13,corr_source_speckle_noise_sev5,4.988037,0.323077,0.646000,0.521119,0.674047,0.504131,0.402548,0.399773
breeds,entity13,corr_source_speckle_noise_sev5,5.042739,0.333231,0.650308,0.522210,0.675637,0.503376,0.399871,0.394925
breeds,entity13,corr_source_speckle_noise_sev5,5.097068,0.343231,0.652308,0.522521,0.681270,0.503190,0.394058,0.391895
breeds,entity13,corr_source_speckle_noise_sev5,5.154373,0.353385,0.654769,0.527769,0.685425,0.499182,0.389182,0.388294
breeds,entity13,corr_source_speckle_noise_sev5,5.221794,0.363538,0.657538,0.532784,0.691442,0.495230,0.382687,0.384151
breeds,entity13,corr_source_speckle_noise_sev5,5.278545,0.373538,0.661077,0.534061,0.694379,0.494134,0.378470,0.379666
breeds,entity13,corr_source_speckle_noise_sev5,5.342190,0.383692,0.662923,0.536818,0.701240,0.491801,0.370902,0.376186
breeds,entity13,corr_source_speckle_noise_sev5,5.404424,0.393846,0.664462,0.543679,0.701736,0.486004,0.368330,0.372653
breeds,entity13,corr_source_speckle_noise_sev5,5.477808,0.403846,0.666462,0.547288,0.706863,0.482742,0.361821,0.369032
breeds,entity13,corr_source_speckle_noise_sev5,5.552314,0.414000,0.666769,0.554670,0.715957,0.476144,0.351668,0.366404
breeds,entity13,corr_source_speckle_noise_sev5,5.609932,0.424154,0.669231,0.558432,0.722348,0.472458,0.343503,0.362009
breeds,entity13,corr_source_speckle_noise_sev5,5.666706,0.434154,0.671231,0.558195,0.722945,0.472180,0.340210,0.357803
breeds,entity13,corr_source_speckle_noise_sev5,5.730085,0.444308,0.673077,0.564068,0.724474,0.466387,0.335914,0.353544
breeds,entity13,corr_source_speckle_noise_sev5,5.799031,0.454462,0.675231,0.571576,0.728049,0.458881,0.329584,0.348634
breeds,entity13,corr_source_speckle_noise_sev5,5.862162,0.464462,0.674769,0.577258,0.731209,0.452807,0.323451,0.346452
breeds,entity13,corr_source_speckle_noise_sev5,5.927950,0.474615,0.675077,0.580794,0.737058,0.448530,0.314473,0.343192
breeds,entity13,corr_source_speckle_noise_sev5,5.991635,0.484769,0.674769,0.586035,0.738697,0.442430,0.309226,0.339673
breeds,entity13,corr_source_speckle_noise_sev5,6.073087,0.494769,0.676769,0.593027,0.741324,0.434371,0.302850,0.335160
breeds,entity13,corr_source_speckle_noise_sev5,6.140938,0.504923,0.678923,0.598297,0.740982,0.427703,0.299152,0.329708
breeds,entity13,corr_source_speckle_noise_sev5,6.204889,0.514923,0.681231,0.603399,0.740561,0.420953,0.295445,0.323819
breeds,entity13,corr_source_speckle_noise_sev5,6.280896,0.525077,0.684308,0.608009,0.743840,0.414410,0.287620,0.316812
breeds,entity13,corr_source_speckle_noise_sev5,6.357339,0.535231,0.683385,0.611694,0.746027,0.408575,0.280627,0.313700
breeds,entity13,corr_source_speckle_noise_sev5,6.442759,0.545231,0.683231,0.618376,0.747296,0.399219,0.274409,0.309845
breeds,entity13,corr_source_speckle_noise_sev5,6.518540,0.555385,0.682923,0.624327,0.744563,0.390225,0.272329,0.305882
breeds,entity13,corr_source_speckle_noise_sev5,6.605135,0.565538,0.683231,0.630743,0.744730,0.380276,0.266816,0.300950
breeds,entity13,corr_source_speckle_noise_sev5,6.689544,0.575538,0.683385,0.635791,0.746310,0.371508,0.259462,0.296014
breeds,entity13,corr_source_speckle_noise_sev5,6.776274,0.585692,0.682462,0.639201,0.746760,0.364244,0.253023,0.291960
breeds,entity13,corr_source_speckle_noise_sev5,6.836831,0.595846,0.681846,0.641029,0.744763,0.358572,0.249289,0.287781
breeds,entity13,corr_source_speckle_noise_sev5,6.921466,0.605846,0.681077,0.646290,0.745299,0.348309,0.242248,0.283262
breeds,entity13,corr_source_speckle_noise_sev5,7.009922,0.616000,0.680769,0.652305,0.743906,0.336466,0.237246,0.278045
breeds,entity13,corr_source_speckle_noise_sev5,7.089581,0.626154,0.678923,0.655369,0.741635,0.327927,0.233147,0.274260
breeds,entity13,corr_source_speckle_noise_sev5,7.173772,0.636154,0.679077,0.659507,0.741361,0.317511,0.226190,0.267963
breeds,entity13,corr_source_speckle_noise_sev5,7.260558,0.646308,0.676923,0.662819,0.739984,0.307591,0.220276,0.264298
breeds,entity13,corr_source_speckle_noise_sev5,7.351410,0.656462,0.676000,0.666545,0.737618,0.296480,0.215452,0.258845
breeds,entity13,corr_source_speckle_noise_sev5,7.424086,0.666462,0.674308,0.667761,0.736444,0.288556,0.208681,0.253917
breeds,entity13,corr_source_speckle_noise_sev5,7.527969,0.676615,0.672154,0.669214,0.734069,0.279670,0.203205,0.249643
breeds,entity13,corr_source_speckle_noise_sev5,7.608482,0.686615,0.670769,0.667567,0.732131,0.275268,0.196827,0.243986
breeds,entity13,corr_source_speckle_noise_sev5,7.706290,0.696769,0.669231,0.668982,0.730764,0.265408,0.188929,0.237374
breeds,entity13,corr_source_speckle_noise_sev5,7.802075,0.706923,0.667692,0.669783,0.730065,0.255914,0.179344,0.231496
breeds,entity13,corr_source_speckle_noise_sev5,7.907672,0.716923,0.665385,0.670648,0.725279,0.245764,0.176471,0.225719
breeds,entity13,corr_source_speckle_noise_sev5,8.015123,0.727077,0.665077,0.671090,0.722323,0.235496,0.169849,0.216460
breeds,entity13,corr_source_speckle_noise_sev5,8.112342,0.737231,0.662923,0.672002,0.719494,0.223539,0.162475,0.208990
breeds,entity13,corr_source_speckle_noise_sev5,8.241826,0.747231,0.661231,0.673123,0.715490,0.210384,0.157042,0.201461
breeds,entity13,corr_source_speckle_noise_sev5,8.361469,0.757385,0.658769,0.670392,0.715056,0.203893,0.143582,0.193794
breeds,entity13,corr_source_speckle_noise_sev5,8.467371,0.767538,0.654462,0.668801,0.710794,0.194380,0.137181,0.189940
breeds,entity13,corr_source_speckle_noise_sev5,8.570733,0.777538,0.653077,0.666047,0.708053,0.186831,0.127033,0.178991
breeds,entity13,corr_source_speckle_noise_sev5,8.724157,0.787692,0.649385,0.667786,0.703534,0.167760,0.119838,0.171717
breeds,entity13,corr_source_speckle_noise_sev5,8.886720,0.797846,0.646000,0.667772,0.697746,0.151106,0.115059,0.164259
breeds,entity13,corr_source_speckle_noise_sev5,8.995323,0.807846,0.642462,0.665691,0.693794,0.138362,0.105310,0.155875
breeds,entity13,corr_source_speckle_noise_sev5,9.153731,0.818000,0.636923,0.661085,0.687179,0.130841,0.101463,0.151338
breeds,entity13,corr_source_speckle_noise_sev5,9.357059,0.828154,0.632308,0.658044,0.680665,0.117876,0.096869,0.144902
breeds,entity13,corr_source_speckle_noise_sev5,9.511570,0.838154,0.628769,0.652028,0.673370,0.112853,0.094496,0.133903
breeds,entity13,corr_source_speckle_noise_sev5,9.657071,0.848308,0.626615,0.645444,0.668161,0.108639,0.084523,0.115927
breeds,entity13,corr_source_speckle_noise_sev5,9.866501,0.858308,0.622154,0.640618,0.662310,0.098048,0.075846,0.105206
breeds,entity13,corr_source_speckle_noise_sev5,10.040161,0.868462,0.616615,0.635688,0.654577,0.085761,0.072500,0.095571
breeds,entity13,corr_source_speckle_noise_sev5,10.238667,0.878615,0.610769,0.629870,0.648466,0.075076,0.061911,0.084577
breeds,entity13,corr_source_speckle_noise_sev5,10.459949,0.888615,0.603846,0.623528,0.641857,0.065393,0.052250,0.079780
breeds,entity13,corr_source_speckle_noise_sev5,10.690478,0.898769,0.596769,0.617183,0.634239,0.053142,0.044961,0.072727
breeds,entity13,corr_source_speckle_noise_sev5,10.925736,0.908923,0.590000,0.609714,0.626605,0.044329,0.036145,0.062081
breeds,entity13,corr_source_speckle_noise_sev5,11.213261,0.918923,0.581538,0.602585,0.618348,0.032086,0.029851,0.060377
breeds,entity13,corr_source_speckle_noise_sev5,11.454021,0.929077,0.573846,0.594109,0.609657,0.024852,0.023810,0.051502
breeds,entity13,corr_source_speckle_noise_sev5,11.869439,0.939231,0.566462,0.584460,0.599987,0.024852,0.023810,0.036855
breeds,entity13,corr_source_speckle_noise_sev5,12.207706,0.949231,0.557385,0.575131,0.590463,0.023139,0.023810,0.035714
breeds,entity13,corr_source_speckle_noise_sev5,12.512225,0.959385,0.548154,0.565585,0.580927,0.021443,0.022152,0.029801
breeds,entity13,corr_source_speckle_noise_sev5,12.987893,0.969538,0.539231,0.556399,0.571778,0.012706,0.013043,0.022124
breeds,entity13,corr_source_speckle_noise_sev5,13.716843,0.979538,0.530462,0.547173,0.562573,0.000000,0.000000,0.006579
breeds,entity13,corr_source_speckle_noise_sev5,14.741458,0.989692,0.520615,0.537019,0.552419,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev5,20.190880,0.999846,0.510462,0.526865,0.542265,0.000000,0.000000,0.000000
breeds,entity13,corr_source_spatter_sev1,1.079170,0.000000,0.930615,0.929531,0.901656,0.070469,0.098344,0.069385
breeds,entity13,corr_source_spatter_sev1,3.653763,0.010000,0.935385,0.923689,0.905502,0.069081,0.092344,0.062626
breeds,entity13,corr_source_spatter_sev1,4.167221,0.020154,0.936615,0.917096,0.907302,0.067979,0.087201,0.057457
breeds,entity13,corr_source_spatter_sev1,4.584497,0.030154,0.937385,0.911198,0.905799,0.066566,0.083720,0.052481
breeds,entity13,corr_source_spatter_sev1,4.942986,0.040308,0.937692,0.905328,0.905230,0.065038,0.079612,0.047611
breeds,entity13,corr_source_spatter_sev1,5.200775,0.050462,0.934923,0.899118,0.906022,0.063657,0.074700,0.044211
breeds,entity13,corr_source_spatter_sev1,5.469461,0.060462,0.931692,0.893958,0.906907,0.061759,0.069702,0.041087
breeds,entity13,corr_source_spatter_sev1,5.711804,0.070615,0.927692,0.888541,0.905079,0.059885,0.065984,0.038239
breeds,entity13,corr_source_spatter_sev1,6.005306,0.080769,0.925538,0.885651,0.903529,0.056596,0.062033,0.034304
breeds,entity13,corr_source_spatter_sev1,6.261675,0.090769,0.922923,0.881947,0.900855,0.053756,0.058687,0.030621
breeds,entity13,corr_source_spatter_sev1,6.538454,0.100923,0.915538,0.878120,0.899434,0.050845,0.054493,0.029372
breeds,entity13,corr_source_spatter_sev1,6.755733,0.111077,0.910615,0.873896,0.896046,0.048090,0.051310,0.026826
breeds,entity13,corr_source_spatter_sev1,6.979933,0.121077,0.904308,0.869823,0.890747,0.045265,0.049219,0.025004
breeds,entity13,corr_source_spatter_sev1,7.130709,0.131231,0.898154,0.863774,0.886627,0.043432,0.046322,0.023017
breeds,entity13,corr_source_spatter_sev1,7.282844,0.141385,0.891385,0.857999,0.880723,0.041396,0.044395,0.021311
breeds,entity13,corr_source_spatter_sev1,7.482949,0.151385,0.886000,0.853347,0.876789,0.038732,0.041344,0.018854
breeds,entity13,corr_source_spatter_sev1,7.638585,0.161538,0.878615,0.846577,0.872616,0.037183,0.038278,0.017387
breeds,entity13,corr_source_spatter_sev1,7.811135,0.171538,0.871692,0.841328,0.868528,0.034765,0.035172,0.015758
breeds,entity13,corr_source_spatter_sev1,8.017583,0.181692,0.862769,0.836373,0.863950,0.032020,0.032202,0.015200
